Account Username	Account Password	Account Contact First Name	Account Contact Last Name	Account Contact Company	Account Contact Address	Account Contact Address2	Account Contact Country	Account Contact State	Account Contact City	Account Contact Postal Code	Account Contact Phone	Account Contact Fax	Account Contact Email	Account Contact URL	Legacy ID	Listing ID	Listing Title	Listing Email	Listing URL	Listing Address	Listing Address2	Listing Country	Listing Country Abbreviation	Listing Region	Listing Region Abbreviation	Listing State	Listing State Abbreviation	Listing City	Listing City Abbreviation	Listing Neighborhood	Listing Neighborhood Abbreviation	Listing Postal Code	Listing Latitude	Listing Longitude	Listing Phone	Listing Fax	Listing Short Description	Listing Long Description	Listing Keywords	Updated Date	Listing Renewal Date	Listing Status	Listing Level	Listing Category 1	Listing Category 2	Listing Category 3	Listing Category 4	Listing Category 5	Listing Template
																	Marsh Jr John J CPA			349 W Commercial St # 2360		United States	USA			New York	NY	East Rochester				14445			(585) 383-8107				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Marshall Robert B CPA			150 Allens Creek Rd		United States	USA			New York	NY	Rochester				14618			(585) 256-1550				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Martin & Wiener Cpa's			1344 University Ave # 235		United States	USA			New York	NY	Rochester				14607			(585) 461-3112				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Massage Therapy Billing Services of Rochstr			431 Caroline St		United States	USA			New York	NY	Rochester				14620			(585) 271-5620				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mc Cooey Donald J CPA			95 Wood Creek Dr		United States	USA			New York	NY	Pittsford				14534			(585) 248-2800				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mc Grath Richard W CPA			20 Grove Pl		United States	USA			New York	NY	Rochester				14605			(585) 232-7150				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mc Mahon John M CPA			491 Whitney Rd		United States	USA			New York	NY	Penfield				14526			(585) 586-4883				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mc Morris Deborah S CPA			774 Monroe Ave		United States	USA			New York	NY	Rochester				14607			(585) 244-6464				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mc Namara Terrence P			180 Canal View Blvd # 100		United States	USA			New York	NY	Rochester				14623			(585) 427-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	McDonald David K Certified Public Acc			349 W Commercial St		United States	USA			New York	NY	East Rochester				14445			(585) 387-0330				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	McFarland Group Inc			216 Arborwood Cres		United States	USA			New York	NY	Rochester				14615			(585) 957-4864				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mcwilton Chris A CPA			265 Clinton Sq		United States	USA			New York	NY	Rochester				14604			(585) 454-1644				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	MedPro Medical Billing Service			237 Ridgecrest Road		United States	USA			New York	NY	Rochester				14626			(585) 773-4928				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Meeusen Kathleen			1425 Portland Ave		United States	USA			New York	NY	Rochester				14621			(585) 922-4000				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mengel Metzger Barr & Co			100 Chestnut St # 1200		United States	USA			New York	NY	Rochester				14604			(585) 423-1860				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Metzger Robert J CPA			264 Warren Ave		United States	USA			New York	NY	Rochester				14618			(585) 325-3427				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Miller David A CPA			20 Office Park Way # 9		United States	USA			New York	NY	Pittsford				14534			(585) 383-8130				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mirabella & Smith LLP			150 Allens Creek Rd # 8		United States	USA			New York	NY	Rochester				14618			(585) 225-6470				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mirsky David B CPA Pfs Cfp			130 Linden Oaks Ste C		United States	USA			New York	NY	Rochester				14625			(585) 264-1658				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Mitten David J MD			PO Box 665		United States	USA			New York	NY	Rochester				14618			(585) 273-5366				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Monteleone Richard M Ea			1280 Scottsville Rd		United States	USA			New York	NY	Rochester				14624			(585) 442-8240				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Morelli Jeanne E CPA			28 E Main St Ste 1000		United States	USA			New York	NY	Rochester				14614			(585) 454-4161				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Morga Denis A			180 Canal View Blvd # 100		United States	USA			New York	NY	Rochester				14623			(585) 427-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Murray Mc Donald & Co			349 W Commercial St # 3150		United States	USA			New York	NY	East Rochester				14445			(585) 387-0330				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Nacca & Capizzi			2430 Ridgeway Ave # 1		United States	USA			New York	NY	Rochester				14626			(585) 225-9290				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Nacca Gary A CPA			210 Bronze Leaf Trl		United States	USA			New York	NY	Rochester				14612			(585) 227-0280				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Natelli & Manioci			1780 E Ridge Rd # 400		United States	USA			New York	NY	Rochester				14622			(585) 467-9600				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Natelli James W CPA			824 E Ridge Rd		United States	USA			New York	NY	Rochester				14621			(585) 467-9600				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Norton John F CPA			1170 Chili Ave		United States	USA			New York	NY	Rochester				14624			(585) 279-0120				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	O'Keefe Paul T CPA			4 Big Owl Rise		United States	USA			New York	NY	Fairport				14450			(585) 223-5435				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Oliver Robert H Certified Public Acc			3445 Winton Pl Ste 101		United States	USA			New York	NY	Rochester				14623			(585) 427-0500				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Onimus, Donald J, Cpa - L P Wolch Cpa's			40 Office Park Way		United States	USA			New York	NY	Pittsford				14534			(585) 586-8830				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Padgett Business Svc			2450 W Ridge Rd # 109		United States	USA			New York	NY	Rochester				14626			(585) 292-6657				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Paralegal Recovery Solutions LLC DBA P.D.R.S. Asset Planning Services			470 Long Pond Road Suite 260A		United States	USA			New York	NY	Rochester				14612			(866) 297-7785				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Paychex Inc			150 Sawgrass Dr		United States	USA			New York	NY	Rochester				14620			(585) 336-7600				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Payroll Connections, Inc.			7355 State Route 96		United States	USA			New York	NY	Victor				14564			(585) 924-2190				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	PCG Personal Svc			43 Skyview Ln		United States	USA			New York	NY	Rochester				14625			(585) 381-2256				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	PCS Accounting Services			91 Emerald Pt		United States	USA			New York	NY	Rochester				14624			(585) 730-2537				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Peer Accounting & Tax			1504 Scottsville Road		United States	USA			New York	NY	Rochester				14623			(585) 348-7337				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Pelletier Accounting & Tax Svc			560 Perinton Hills Office Park		United States	USA			New York	NY	Fairport				14450			(585) 223-3290				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Penta & Co			350 Calkins Rd		United States	USA			New York	NY	Rochester				14623			(585) 334-0420				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Perinton Tax & Accounting Svc			160 Perinton Hills Office Park		United States	USA			New York	NY	Fairport				14450			(585) 223-3238				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Perry James R CPA			468 Maplewoods Ln		United States	USA			New York	NY	Webster				14580			(585) 787-9417				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Petrella & Petrella			2701 Culver Rd Ste 100		United States	USA			New York	NY	Rochester				14622			(585) 544-4662				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Phillips Michael M CPA			4001 E Henrietta Rd		United States	USA			New York	NY	Henrietta				14467			(585) 334-6020				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Physicians Business Solutions			790 Linden Ave		United States	USA			New York	NY	Rochester				14625			(585) 385-9030				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Pinckney Inge D CPA			24 Foxboro Ln		United States	USA			New York	NY	Fairport				14450			(585) 223-4920				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Pinnacle Forest Accounting Grp			34 Buckman Rd		United States	USA			New York	NY	Rochester				14615			(585) 364-6510				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Pitcher David C CPA			28 E Main St Ste 1000		United States	USA			New York	NY	Rochester				14614			(585) 454-4161				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Platino Rocco N CPA			1870 Winton Rd S		United States	USA			New York	NY	Rochester				14618			(585) 295-2400				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Podlesh Mark CPA			191 Culver Rd		United States	USA			New York	NY	Rochester				14607			(585) 442-9020				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Podsiadlo Thomas A CPA			47 W Main St		United States	USA			New York	NY	Rochester				14614			(585) 232-2070				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Porretti Robert N			180 Canal View Blvd # 100		United States	USA			New York	NY	Rochester				14623			(585) 427-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Postgate & Co Cpa & Conslnts			100 Office Park Way		United States	USA			New York	NY	Pittsford				14534			(585) 387-0350				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Pratt Chris C CPA ESQ			6800 Pittsford Palmyra Rd Ste 230		United States	USA			New York	NY	Fairport				14450			(585) 223-7908				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Pricewaterhouse Coopers			1100 Bausch And Lomb Pl		United States	USA			New York	NY	Rochester				14604			(585) 232-4000				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Prinzi Krista L			2365 Clinton Ave S # 200		United States	USA			New York	NY	Rochester				14618			(585) 758-5700				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Progressive Business Solutions			333 Metro Park		United States	USA			New York	NY	Rochester				14623			(585) 424-7020				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Provvidenza & Wright Cpa's			255 Woodcliff Dr		United States	USA			New York	NY	Fairport				14450			(585) 385-1790				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Provvidenza Wright & Co			125 Sullys Trl # 8		United States	USA			New York	NY	Pittsford				14534			(585) 385-1790				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Punton Jeffrey L CPA			74 Weldon St		United States	USA			New York	NY	Rochester				14611			(585) 325-6790				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Quality Tax Credits, Inc.			P.O.Box 754		United States	USA			New York	NY	Penfield				14526			(585) 598-4098				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	R & R Support Svc			4415 Buffalo Rd # 16		United States	USA			New York	NY	North Chili				14514			(585) 594-4574				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Randy Young LLP			40 Grove St		United States	USA			New York	NY	Pittsford				14534			(585) 389-1049				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Raniewicz John A CPA			555 Winton Rd N		United States	USA			New York	NY	Rochester				14610			(585) 482-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Ray Michael's			110 Linden Oaks Ste C		United States	USA			New York	NY	Rochester				14625			(585) 264-1040				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Raymond F Wager CPA Pc			5 Westfield Commons		United States	USA			New York	NY	Rochester				14625			(585) 787-0662				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Raymond F Wager Pc			1020 Lehigh Station Rd # 2		United States	USA			New York	NY	Henrietta				14467			(585) 321-5643				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rice Norman C CPA			1870 Winton Rd S		United States	USA			New York	NY	Rochester				14618			(585) 295-2400				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Richard A Walker Cpa Pc			41 W Main St # 8		United States	USA			New York	NY	Honeoye Falls				14472			(585) 624-3634				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Richard Gray & Co Cpa			2401 Monroe Ave		United States	USA			New York	NY	Rochester				14618			(585) 244-8080				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rizzo & Digiacco Certified Public Accountants			661 Ridge Rd		United States	USA			New York	NY	Webster				14580			(585) 216-1086				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rizzo & DiGiacco CPA			69 Monroe Ave Ste B		United States	USA			New York	NY	Pittsford				14534			(585) 662-5046				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rizzo & Digiacco Cpa's			560 W Ridge Rd		United States	USA			New York	NY	Rochester				14615			(585) 663-3110				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Robinson & Gordon			95 Allens Creek Rd Ste 202		United States	USA			New York	NY	Rochester				14618			(585) 244-9590				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rochester Bookkeeping Svc			243 Colony Ln		United States	USA			New York	NY	Rochester				14623			(585) 334-6010				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rosalie's Tax Svc			593 W Broad St		United States	USA			New York	NY	Rochester				14608			(585) 464-8334				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rosenbauer Richard			4515 Culver Rd		United States	USA			New York	NY	Rochester				14622			(585) 266-1490				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rotenberg & Co			280 Kenneth Dr # 100		United States	USA			New York	NY	Rochester				14623			(585) 295-2400				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Rotenberg & Co LLP			280 Kenneth Dr # 100		United States	USA			New York	NY	Rochester				14618			(585) 295-2400				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Ruggiere Samuel A CPA			790 Cross Keys Office Park		United States	USA			New York	NY	Fairport				14450			(585) 425-4790				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Ruggieri Saml A			790 Cross Keys Office Park		United States	USA			New York	NY	Fairport				14450			(585) 425-4790				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Russo Michael J CPA			100 Meridian Centre Blvd # 310		United States	USA			New York	NY	Rochester				14618			(585) 271-2300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Salmin Celona Wehrle Flaherty			1170 Chili Ave Ste 1		United States	USA			New York	NY	Rochester				14624			(585) 279-0120				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Sandonato Anthony G CPA			100 Chestnut St		United States	USA			New York	NY	Rochester				14604			(585) 423-1860				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Sardone Robinson & Assoc			115 Metro Park		United States	USA			New York	NY	Rochester				14623			(585) 232-8550				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Saturno Robert L			7100 Rush Lima Rd		United States	USA			New York	NY	Honeoye Falls				14472			(585) 624-4040				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Scamacca Frank			900 Long Pond Rd		United States	USA			New York	NY	Rochester				14626			(585) 271-1790				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schacht Letty Gail Certified Public Acc			3445 Winton Pl Ste 101		United States	USA			New York	NY	Rochester				14623			(585) 427-0500				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schaefer Ellyn A CPA			20 Office Park Way		United States	USA			New York	NY	Pittsford				14534			(585) 586-7335				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Scharr Thomas W CPA			1354 Buffalo Rd # 11		United States	USA			New York	NY	Rochester				14624			(585) 436-9110				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schifferli & Martin Cpa's			855 Publishers Pkwy		United States	USA			New York	NY	Webster				14580			(585) 671-1440				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schmitz Stephen R CPA			110 Linden Oaks		United States	USA			New York	NY	Rochester				14625			(585) 248-4970				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schnurr Jessica K			1555 Long Pond Rd		United States	USA			New York	NY	Rochester				14626			(585) 723-7000				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schreiber Burton S CPA			36 W Main St # 320		United States	USA			New York	NY	Rochester				14614			(585) 546-6368				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schultheis Raymond F CPA			700 Winton Rd N		United States	USA			New York	NY	Rochester				14609			(585) 288-9050				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schwartz Morton S CPA			85 Carol Dr		United States	USA			New York	NY	Rochester				14617			(585) 544-5351				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schwartz Steven G CPA			940 Westfall Rd		United States	USA			New York	NY	Rochester				14618			(585) 442-3230				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Schwenger Eugene N CPA			36 W Main St # 330		United States	USA			New York	NY	Rochester				14614			(585) 454-3727				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Scott E Zakalik Cpa Pc			6605 Pittsford Palmyra Rd Ste W6		United States	USA			New York	NY	Fairport				14450			(585) 425-1040				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Sealfon & Simms			100 Office Park Way # 5		United States	USA			New York	NY	Pittsford				14534			(585) 381-3160				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Sears			200 Medley Centre Pkwy		United States	USA			New York	NY	Rochester				14622			(585) 336-4455				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Sebastianelli Kristen A CPA			100 Chestnut St		United States	USA			New York	NY	Rochester				14604			(585) 423-1860				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Secured Financial Servs			60 Daunton Dr		United States	USA			New York	NY	Rochester				14624			(585) 247-7180				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Select Business & Licensing Service			1170 Chili Ave		United States	USA			New York	NY	Rochester				14624			(585) 271-7130				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Sfikas Nicholas CPA			40 Jefferson Rd		United States	USA			New York	NY	Rochester				14623			(585) 475-0360				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Shaheen William G CPA			1164 Appian Dr		United States	USA			New York	NY	Webster				14580			(585) 872-5070				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Shaw James F CPA			28 E Main St Ste 1000		United States	USA			New York	NY	Rochester				14614			(585) 454-4161				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Silverman James B CPA			99 Shalimar Dr		United States	USA			New York	NY	Rochester				14618			(585) 473-4212				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Simms Robert M			100 Office Park Way # 5		United States	USA			New York	NY	Pittsford				14534			(585) 381-3160				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Singla Accounting & Tax Svc			712 Elmgrove Rd		United States	USA			New York	NY	Rochester				14606			(585) 247-4050				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Smith Brenda CPA			260 Plymouth Ave S		United States	USA			New York	NY	Rochester				14608			(585) 232-2956				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Smith Delbert J CPA			2680 W Ridge Rd		United States	USA			New York	NY	Rochester				14626			(585) 720-9449				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Smith Jr Gary E CPA			4 E Main St # 1		United States	USA			New York	NY	Webster				14580			(585) 265-2870				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Spina Antoinette CPA			2565 Brighton Henrietta Town Line Rd		United States	USA			New York	NY	Rochester				14623			(585) 272-9870				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Statt Donald J			10 Office Park Way		United States	USA			New York	NY	Pittsford				14534			(585) 383-8242				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Stefano CPA & Assoc			2982 E Henrietta Rd		United States	USA			New York	NY	Henrietta				14467			(585) 359-3254				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Stein Frank			110 Perinton Hills Office Park		United States	USA			New York	NY	Fairport				14450			(585) 223-9455				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Stokes Visca & Company LLP-CPA's			29 Goodway Dr		United States	USA			New York	NY	Rochester				14623			(585) 427-0850				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Striking Results			1200 Jefferson Rd # 310		United States	USA			New York	NY	Rochester				14623			(585) 475-0077				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Sun Gard			70 Linden Oaks		United States	USA			New York	NY	Rochester				14625			(585) 383-5555				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Swartz Michael			1880 E Ridge Rd		United States	USA			New York	NY	Rochester				14622			(585) 544-3750				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Tanzman Murray CPA			25 Rolling Meadows Way		United States	USA			New York	NY	Penfield				14526			(585) 377-4180				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Tariff Affiliates			50 Victor Heights Pkwy		United States	USA			New York	NY	Victor				14564			(585) 924-9200				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Tax Accuracy Inc			722 Weiland Rd # 203		United States	USA			New York	NY	Rochester				14626			(585) 235-1260				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Tax Solutions			1011 Gravel Rd		United States	USA			New York	NY	Webster				14580			(585) 568-8896				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
