Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,Ciminelli Construction,369 Franklin St,,United States,New York,Buffalo,14202,(716) 855-1200,,,,,,Ciminelli Construction,,,369 Franklin St,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 855-1200,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Jordan Supply Co Inc,400 Smith St,,United States,New York,Buffalo,14210,(716) 826-3400,,,,,,Jordan Supply Co Inc,,,400 Smith St,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 826-3400,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,O'Connor Mechanical Corp.,107 Dorothy St,,United States,New York,Buffalo,14206,(716) 824-2100,,,,,,O'Connor Mechanical Corp.,,,107 Dorothy St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 824-2100,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Maunz Co,387 E Delavan Ave,,United States,New York,Buffalo,14214,(716) 886-3130,,,,,,Maunz Co,,,387 E Delavan Ave,,United States,USA,,,New York,NY,Buffalo,,,,14214,,,(716) 886-3130,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Vincent's Heating & Cooling,1589 Niagara St,,United States,New York,Buffalo,14213,(716) 634-4700,,,,,,Vincent's Heating & Cooling,,,1589 Niagara St,,United States,USA,,,New York,NY,Buffalo,,,,14213,,,(716) 634-4700,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Seneca Plumbing & Heating Supl,454 Dingens St,,United States,New York,Buffalo,14206,(716) 852-4744,,,,,,Seneca Plumbing & Heating Supl,,,454 Dingens St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 852-4744,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Johnson & Sons General Contr,45 Pannell St,,United States,New York,Buffalo,14214,(716) 886-0002,,,,,,Johnson & Sons General Contr,,,45 Pannell St,,United States,USA,,,New York,NY,Buffalo,,,,14214,,,(716) 886-0002,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Goergen-Mackwirth Co Inc,765 Hertel Ave,,United States,New York,Buffalo,14207,(716) 874-4800,,,,,,Goergen-Mackwirth Co Inc,,,765 Hertel Ave,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 874-4800,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Paul E Vogel Plumbing & Heating Inc,814 Mineral Springs Rd,,United States,New York,Buffalo,14224,(716) 823-0968,,,,,,Paul E Vogel Plumbing & Heating Inc,,,814 Mineral Springs Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 823-0968,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Niagara Blower Co,673 Ontario St,,United States,New York,Buffalo,14207,(716) 875-2000,,,,,,Niagara Blower Co,,,673 Ontario St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 875-2000,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,K&K Heating And Cooling,98 Wiley Pl,,United States,New York,Buffalo,14207,(716) 536-3916,,,,,,K&K Heating And Cooling,,,98 Wiley Pl,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 536-3916,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Ball Heating & Cooling,699 Cayuga Creek Rd,,United States,New York,Buffalo,14227,(716) 818-4328,,,,,,Ball Heating & Cooling,,,699 Cayuga Creek Rd,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 818-4328,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Team Hoage Heating & AC,3348 Lake Shore Rd,,United States,New York,Buffalo,14219,(716) 822-4663,,,,,,Team Hoage Heating & AC,,,3348 Lake Shore Rd,,United States,USA,,,New York,NY,Buffalo,,,,14219,,,(716) 822-4663,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,J P Heating & Cooling,195 Fancher Ave,,United States,New York,Buffalo,14223,(716) 832-8200,,,,,,J P Heating & Cooling,,,195 Fancher Ave,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 832-8200,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Plumber,90 Pearce Dr,,United States,New York,Buffalo,14226,(716) 773-7473,,,,,,Plumber,,,90 Pearce Dr,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 773-7473,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,T P Woodside,60 Lawrence Bell Dr,,United States,New York,Buffalo,14221,(716) 631-9640,,,,,,T P Woodside,,,60 Lawrence Bell Dr,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 631-9640,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Trane,45 Earhart Dr,,United States,New York,Buffalo,14221,(716) 626-1260,,,,,,Trane,,,45 Earhart Dr,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 626-1260,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Gerster Sales & Svc,45 Earhart Dr # 103,,United States,New York,Buffalo,14221,(716) 626-1260,,,,,,Gerster Sales & Svc,,,45 Earhart Dr # 103,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 626-1260,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Action Plumbing & Heating,399 Country Pkwy,,United States,New York,Buffalo,14221,(716) 634-0133,,,,,,Action Plumbing & Heating,,,399 Country Pkwy,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 634-0133,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,A Worryfree Home Comfort Inc,5333 Transit Rd,,United States,New York,Buffalo,14221,(716) 200-4288,,,,,,A Worryfree Home Comfort Inc,,,5333 Transit Rd,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 200-4288,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Slr Contracting & Svc Co,260 Michigan Ave,,United States,New York,Buffalo,14203,(716) 896-8148,,,,,,Slr Contracting & Svc Co,,,260 Michigan Ave,,United States,USA,,,New York,NY,Buffalo,,,,14203,,,(716) 896-8148,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Michigan St Development,95 Perry St,,United States,New York,Buffalo,14203,(716) 849-6550,,,,,,Michigan St Development,,,95 Perry St,,United States,USA,,,New York,NY,Buffalo,,,,14203,,,(716) 849-6550,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Twf Intl,346 Elmwood Ave,,United States,New York,Buffalo,14222,(716) 854-1205,,,,,,Twf Intl,,,346 Elmwood Ave,,United States,USA,,,New York,NY,Buffalo,,,,14222,,,(716) 854-1205,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Allied Mechanical,1115 Niagara St,,United States,New York,Buffalo,14213,(716) 882-1234,,,,,,Allied Mechanical,,,1115 Niagara St,,United States,USA,,,New York,NY,Buffalo,,,,14213,,,(716) 882-1234,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Austin Air Systems Ltd,500 Elk St,,United States,New York,Buffalo,14210,(716) 856-3704,,,,,,Austin Air Systems Ltd,,,500 Elk St,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 856-3704,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Modern Construction Corp,1370 William St,,United States,New York,Buffalo,14206,(716) 894-5040,,,,,,Modern Construction Corp,,,1370 William St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 894-5040,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Beejay Home Improvements Inc,1588 Broadway St,,United States,New York,Buffalo,14212,(716) 894-8989,,,,,,Beejay Home Improvements Inc,,,1588 Broadway St,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(716) 894-8989,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Buffalo Business Park,1800 Broadway St,,United States,New York,Buffalo,14212,(716) 896-7284,,,,,,Buffalo Business Park,,,1800 Broadway St,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(716) 896-7284,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Upstate Systems Inc,121 James E Casey Dr,,United States,New York,Buffalo,14206,(716) 270-2700,,,,,,Upstate Systems Inc,,,121 James E Casey Dr,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 270-2700,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Hawco Heating & Air Cond,49 Allegany St,,United States,New York,Buffalo,14220,(716) 826-1150,,,,,,Hawco Heating & Air Cond,,,49 Allegany St,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 826-1150,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,John W Danforth,462 Grider St,,United States,New York,Buffalo,14215,(716) 892-0258,,,,,,John W Danforth,,,462 Grider St,,United States,USA,,,New York,NY,Buffalo,,,,14215,,,(716) 892-0258,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Engineered Air Inc,1951 Hamburg Tpke,,United States,New York,Buffalo,14218,(716) 822-4500,,,,,,Engineered Air Inc,,,1951 Hamburg Tpke,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 822-4500,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Peerless Air Cond & Heating Co,24 Lansing St,,United States,New York,Buffalo,14207,(716) 875-3727,,,,,,Peerless Air Cond & Heating Co,,,24 Lansing St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 875-3727,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Bart's Heating & Air Cond,265 Chandler St,,United States,New York,Buffalo,14207,(716) 894-4801,,,,,,Bart's Heating & Air Cond,,,265 Chandler St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 894-4801,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Devine's Complete Home Imprvmt,32 Garfield St,,United States,New York,Buffalo,14207,(716) 873-6558,,,,,,Devine's Complete Home Imprvmt,,,32 Garfield St,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(716) 873-6558,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Buffalo Air Brush Tan,1434 Hertel Ave,,United States,New York,Buffalo,14216,(716) 579-4548,,,,,,Buffalo Air Brush Tan,,,1434 Hertel Ave,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 579-4548,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Dan's Heating Svc,30 Duerstein ST,,United States,New York,Buffalo,14210,(716) 826-0029,,,,,,Dan's Heating Svc,,,30 Duerstein ST,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 826-0029,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Best Buy Vending Inc,1560 Harlem Rd,,United States,New York,Buffalo,14206,(716) 825-8341,,,,,,Best Buy Vending Inc,,,1560 Harlem Rd,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 825-8341,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Cozzwill Inc,622 Tacoma Ave # 1,,United States,New York,Buffalo,14216,(716) 856-6650,,,,,,Cozzwill Inc,,,622 Tacoma Ave # 1,,United States,USA,,,New York,NY,Buffalo,,,,14216,,,(716) 856-6650,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Erie Test & Balance,56 Narragansett Rd,,United States,New York,Buffalo,14220,(716) 381-8819,,,,,,Erie Test & Balance,,,56 Narragansett Rd,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 381-8819,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Sunbeam Heating & Cooling Inc,1565 Kenmore Ave,,United States,New York,Buffalo,14217,(716) 636-1100,,,,,,Sunbeam Heating & Cooling Inc,,,1565 Kenmore Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 636-1100,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Professional Heat Co,1565 Kenmore Ave,,United States,New York,Buffalo,14217,(716) 892-7157,,,,,,Professional Heat Co,,,1565 Kenmore Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 892-7157,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Quackenbush Co Inc,495 Kennedy Rd,,United States,New York,Buffalo,14227,(716) 894-4355,,,,,,Quackenbush Co Inc,,,495 Kennedy Rd,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 894-4355,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,H and V Sales,575 Kennedy Rd,,United States,New York,Buffalo,14227,(716) 895-2426,,,,,,H and V Sales,,,575 Kennedy Rd,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 895-2426,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Domes Heating,1156 Abbott Rd,,United States,New York,Buffalo,14220,(716) 823-0361,,,,,,Domes Heating,,,1156 Abbott Rd,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 823-0361,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,F J Construction Inc,3229 Broadway St,,United States,New York,Buffalo,14227,(716) 892-1978,,,,,,F J Construction Inc,,,3229 Broadway St,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 892-1978,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Jordan Supply Co Inc,1667 Military Rd,,United States,New York,Buffalo,14217,(716) 871-8973,,,,,,Jordan Supply Co Inc,,,1667 Military Rd,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 871-8973,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Precision Heating & Cooling,25 Colden Ct,,United States,New York,Buffalo,14225,(716) 684-3300,,,,,,Precision Heating & Cooling,,,25 Colden Ct,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 684-3300,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Integrys Energy Svc,3556 Lake Shore Rd,,United States,New York,Buffalo,14219,(716) 826-9778,,,,,,Integrys Energy Svc,,,3556 Lake Shore Rd,,United States,USA,,,New York,NY,Buffalo,,,,14219,,,(716) 826-9778,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Kavanagh Systems & Svc,252 Southwood Dr,,United States,New York,Buffalo,14223,(716) 873-2060,,,,,,Kavanagh Systems & Svc,,,252 Southwood Dr,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 873-2060,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,AAA Horbett Garage Attic,3725 Genesee St,,United States,New York,Buffalo,14225,(716) 681-3222,,,,,,AAA Horbett Garage Attic,,,3725 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 681-3222,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Triton Mechanical Inc,4568 Bailey Ave,,United States,New York,Buffalo,14226,(716) 837-5806,,,,,,Triton Mechanical Inc,,,4568 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 837-5806,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Minotti's Heating & AC,248 le Havre Dr,,United States,New York,Buffalo,14227,(716) 656-0872,,,,,,Minotti's Heating & AC,,,248 le Havre Dr,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 656-0872,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Hollis Heating,42 Cove Holw,,United States,New York,Buffalo,14224,(716) 674-2905,,,,,,Hollis Heating,,,42 Cove Holw,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 674-2905,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Rick's Heating & Air Cond,4881 Seneca St,,United States,New York,Buffalo,14224,(716) 675-4328,,,,,,Rick's Heating & Air Cond,,,4881 Seneca St,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 675-4328,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Innovative Mechanical Svc Inc,4230 Ridge Lea Rd,,United States,New York,Buffalo,14226,(716) 832-3506,,,,,,Innovative Mechanical Svc Inc,,,4230 Ridge Lea Rd,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 832-3506,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Tfs Mechanical,10 Lein Rd,,United States,New York,Buffalo,14224,(716) 675-7400,,,,,,Tfs Mechanical,,,10 Lein Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 675-7400,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Quality Plus Inc,60 Lawrence Bell Dr,,United States,New York,Buffalo,14221,(716) 631-9640,,,,,,Quality Plus Inc,,,60 Lawrence Bell Dr,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 631-9640,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Gerster Equipment Co,45 Earhart Dr # 103,,United States,New York,Buffalo,14221,(716) 626-1382,,,,,,Gerster Equipment Co,,,45 Earhart Dr # 103,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 626-1382,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Hydrair Co,525 Bullis Rd,,United States,New York,Buffalo,14224,(716) 674-3312,,,,,,Hydrair Co,,,525 Bullis Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 674-3312,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Technical Heat Transfer,374 N Ellicott Creek Rd,,United States,New York,Buffalo,14228,(716) 743-0124,,,,,,Technical Heat Transfer,,,374 N Ellicott Creek Rd,,United States,USA,,,New York,NY,Buffalo,,,,14228,,,(716) 743-0124,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Ipac 2000 Inc,155 Pineview Dr,,United States,New York,Buffalo,14228,(716) 204-9580,,,,,,Ipac 2000 Inc,,,155 Pineview Dr,,United States,USA,,,New York,NY,Buffalo,,,,14228,,,(716) 204-9580,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Heatwave Inc,100 John Glenn Dr,,United States,New York,Buffalo,14228,(716) 891-9283,,,,,,Heatwave Inc,,,100 John Glenn Dr,,United States,USA,,,New York,NY,Buffalo,,,,14228,,,(716) 891-9283,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,"Miles JP Moslow Enterprises, Inc.",,,United States,New York,Buffalo,14221,(716) 628-2220,,,,,,"Miles JP Moslow Enterprises, Inc.",,,,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 628-2220,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Metro Heating & Cooling,Delaware Ave,,United States,New York,Buffalo,14202,(716) 570-9787,,,,,,Metro Heating & Cooling,,,Delaware Ave,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 570-9787,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Telco Construction Inc,496 Pearl St,,United States,New York,Buffalo,14202,(716) 854-2600,,,,,,Telco Construction Inc,,,496 Pearl St,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 854-2600,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Edison Contracting Corp,375 7th St,,United States,New York,Buffalo,14201,(716) 845-6338,,,,,,Edison Contracting Corp,,,375 7th St,,United States,USA,,,New York,NY,Buffalo,,,,14201,,,(716) 845-6338,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Mainline Contractiong Corp,277 Hickory St,,United States,New York,Buffalo,14204,(716) 842-0860,,,,,,Mainline Contractiong Corp,,,277 Hickory St,,United States,USA,,,New York,NY,Buffalo,,,,14204,,,(716) 842-0860,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Man O' Trees,344 Sycamore St,,United States,New York,Buffalo,14204,(716) 853-0944,,,,,,Man O' Trees,,,344 Sycamore St,,United States,USA,,,New York,NY,Buffalo,,,,14204,,,(716) 853-0944,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Jericho Inc,550 Genesee St,,United States,New York,Buffalo,14204,(716) 855-1001,,,,,,Jericho Inc,,,550 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14204,,,(716) 855-1001,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Best Rate Furnace and Refigeration Equipment,612 Broadway St,,United States,New York,Buffalo,14212,(716) 854-8881,,,,,,Best Rate Furnace and Refigeration Equipment,,,612 Broadway St,,United States,USA,,,New York,NY,Buffalo,,,,14212,,,(716) 854-8881,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Johns Refrigeration Svc,146 Vandalia St,,United States,New York,Buffalo,14204,(716) 852-2486,,,,,,Johns Refrigeration Svc,,,146 Vandalia St,,United States,USA,,,New York,NY,Buffalo,,,,14204,,,(716) 852-2486,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Resetarits Construction,1115 Delaware Ave,,United States,New York,Buffalo,14209,(716) 883-1980,,,,,,Resetarits Construction,,,1115 Delaware Ave,,United States,USA,,,New York,NY,Buffalo,,,,14209,,,(716) 883-1980,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Stimm Associates Inc,10 Katherine St,,United States,New York,Buffalo,14210,(716) 847-0353,,,,,,Stimm Associates Inc,,,10 Katherine St,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 847-0353,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Ferris Industrial Sales Inc,1255 Niagara St,,United States,New York,Buffalo,14213,(716) 883-9880,,,,,,Ferris Industrial Sales Inc,,,1255 Niagara St,,United States,USA,,,New York,NY,Buffalo,,,,14213,,,(716) 883-9880,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Schmidt Heating & Cooling,700 Elk St,,United States,New York,Buffalo,14210,(716) 824-3895,,,,,,Schmidt Heating & Cooling,,,700 Elk St,,United States,USA,,,New York,NY,Buffalo,,,,14210,,,(716) 824-3895,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Delavan Heating Supl Corp,383 E Delavan Ave,,United States,New York,Buffalo,14214,(716) 886-3417,,,,,,Delavan Heating Supl Corp,,,383 E Delavan Ave,,United States,USA,,,New York,NY,Buffalo,,,,14214,,,(716) 886-3417,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Kurek Group Inc,809 Bailey Ave,,United States,New York,Buffalo,14206,(716) 821-5520,,,,,,Kurek Group Inc,,,809 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 821-5520,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
